antibiotic	measurement_value	resistant_phenotype	evidence	genome_id	genome_name	laboratory_typing_method	taxon_id	measurement_sign	measurement_unit
levofloxacin		Resistant	Laboratory Method	470.8390	Acinetobacter baumannii strain Pesh-29		470		
imipenem	8	Resistant	Laboratory Method	470.22918	Acinetobacter baumannii MGL_179	Disk diffusion	470		mm
ciprofloxacin	2	Resistant	Laboratory Method	470.7726	Acinetobacter baumannii strain MRSN7281	Broth dilution	470	>	mg/L
ceftazidime		Resistant	Laboratory Method	470.5305	Acinetobacter baumannii strain Pesh-10		470		
ceftriaxone	64	Resistant	Laboratory Method	470.7869	Acinetobacter baumannii strain MRSN7478	Broth dilution	470	>=	mg/L
cefotaxime	32	Resistant	Laboratory Method	470.7847	Acinetobacter baumannii strain MRSN7447	Broth dilution	470	>	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7998	Acinetobacter baumannii strain MRSN7690	Broth dilution	470	>=	mg/L
tobramycin	8	Resistant	Laboratory Method	470.7709	Acinetobacter baumannii strain MRSN7257	Broth dilution	470	>	mg/L
streptomycin		Resistant	Laboratory Method	470.1742	Acinetobacter baumannii strain J10	Disk diffusion	470		
neomycin		Resistant	Laboratory Method	470.22928	Acinetobacter baumannii 20200317_MGL_38	Disk diffusion	470		
ceftriaxone	32	Resistant	Laboratory Method	470.7805	Acinetobacter baumannii strain MRSN7386	Broth dilution	470	>	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7695	Acinetobacter baumannii strain MRSN7240	Broth dilution	470	>=	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7440	Acinetobacter baumannii strain MRSN11709	Broth dilution	470	>	mg/L
amikacin	32	Resistant	Laboratory Method	470.7936	Acinetobacter baumannii strain MRSN7582	Broth dilution	470	>	mg/L
meropenem		Resistant	Laboratory Method	470.644	Acinetobacter baumannii ABUH41490		470		
nitrofurantoin	512	Resistant	Laboratory Method	470.7909	Acinetobacter baumannii strain MRSN7543	Broth dilution	470	>=	mg/L
ceftriaxone	64	Resistant	Laboratory Method	470.7556	Acinetobacter baumannii strain MRSN15086	Broth dilution	470	>=	mg/L
cefotaxime	64	Resistant	Laboratory Method	470.7385	Acinetobacter baumannii strain FDA-CDC-AR_0285	Broth dilution	470	>	mg/L
levofloxacin	4	Resistant	Laboratory Method	470.7988	Acinetobacter baumannii strain MRSN7674	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7883	Acinetobacter baumannii strain MRSN7497	Broth dilution	470	>	mg/L
tetracycline	16	Resistant	Laboratory Method	470.2238	Acinetobacter baumannii strain CCF34		470	>=	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7691	Acinetobacter baumannii strain MRSN7236	Broth dilution	470	>=	mg/L
meropenem	16	Resistant	Laboratory Method	470.7555	Acinetobacter baumannii strain MRSN15085	Broth dilution	470	>=	mg/L
levofloxacin	4	Resistant	Laboratory Method	470.7902	Acinetobacter baumannii strain MRSN7524	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7877	Acinetobacter baumannii strain MRSN7487	Broth dilution	470	>	mg/L
meropenem		Resistant	Laboratory Method	470.698	Acinetobacter baumannii ABUH507300		470		
ceftazidime	16	Resistant	Laboratory Method	470.7697	Acinetobacter baumannii strain MRSN7243	Broth dilution	470	>	mg/L
ampicillin	16	Resistant	Laboratory Method	470.7488	Acinetobacter baumannii strain MRSN11778	Broth dilution	470	=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7968	Acinetobacter baumannii strain MRSN7644	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7904	Acinetobacter baumannii strain MRSN7526	Broth dilution	470	>	mg/L
ampicillin		Resistant	Laboratory Method	470.4825	Acinetobacter baumannii strain KCRI-558 strain RDK05_558	Disk diffusion	470		
doxycycline		Resistant	Laboratory Method	470.8401	Acinetobacter baumannii strain Lah-04		470		
aztreonam	16	Resistant	Laboratory Method	470.8038	Acinetobacter baumannii strain MRSN7767	Broth dilution	470	>	mg/L
imipenem	16	Resistant	Laboratory Method	470.1560	Acinetobacter baumannii strain MRSN16874	Broth dilution	470	>=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7420	Acinetobacter baumannii strain MRSN11660	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7954	Acinetobacter baumannii strain MRSN7617	Broth dilution	470	>	mg/L
cefoxitin	64	Resistant	Laboratory Method	470.7916	Acinetobacter baumannii strain MRSN7551	Broth dilution	470	>=	mg/L
tobramycin	16	Resistant	Laboratory Method	470.2296	Acinetobacter baumannii strain CCF63		470	>=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7415	Acinetobacter baumannii strain MRSN10371	Broth dilution	470	>	mg/L
ceftriaxone		Resistant	Laboratory Method	470.16272	Acinetobacter baumannii BAL_372	Disk diffusion	470		
nitrofurantoin	512	Resistant	Laboratory Method	470.8071	Acinetobacter baumannii strain MRSN7834	Broth dilution	470	>=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7545	Acinetobacter baumannii strain MRSN15073	Broth dilution	470	>	mg/L
cefepime		Resistant	Laboratory Method	470.8392	Acinetobacter baumannii strain Pesh-27		470		
ciprofloxacin	8	Resistant	Laboratory Method	470.7405	Acinetobacter baumannii strain FDA-CDC-AR_0305	Broth dilution	470	>	mg/L
imipenem		Resistant	Laboratory Method	470.639	Acinetobacter baumannii ABUH392536		470		
ampicillin	32	Resistant	Laboratory Method	470.7782	Acinetobacter baumannii strain MRSN7359	Broth dilution	470	>=	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7916	Acinetobacter baumannii strain MRSN7551	Broth dilution	470	>=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7813	Acinetobacter baumannii strain MRSN7394	Broth dilution	470	>	mg/L
cefoxitin	64	Resistant	Laboratory Method	470.7722	Acinetobacter baumannii strain MRSN7277	Broth dilution	470	>=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7422	Acinetobacter baumannii strain MRSN11671	Broth dilution	470	>	mg/L
levofloxacin	4	Resistant	Laboratory Method	470.7504	Acinetobacter baumannii strain MRSN11807	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7535	Acinetobacter baumannii strain MRSN15047	Broth dilution	470	>=	mg/L
ticarcillin/clavulanic acid		Resistant	Laboratory Method	470.760	Acinetobacter baumannii ABUH48741		470		
amikacin		Resistant	Laboratory Method	470.16248	Acinetobacter baumannii BAL_298	Disk diffusion	470		
ceftazidime	16	Resistant	Laboratory Method	470.7548	Acinetobacter baumannii strain MRSN15078	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7595	Acinetobacter baumannii strain MRSN7086	Broth dilution	470	>	mg/L
aztreonam	16	Resistant	Laboratory Method	470.7680	Acinetobacter baumannii strain MRSN7222	Broth dilution	470	>	mg/L
ciprofloxacin		Resistant	Laboratory Method	470.24290	Acinetobacter baumannii MGL_Ab_9	Disk diffusion	470		
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7963	Acinetobacter baumannii strain MRSN7637	Broth dilution	470	>=	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7503	Acinetobacter baumannii strain MRSN11806	Broth dilution	470	>	mg/L
levofloxacin	8	Resistant	Laboratory Method	470.7567	Acinetobacter baumannii strain MRSN1987	Broth dilution	470	>=	mg/L
amikacin	32	Resistant	Laboratory Method	470.1553	Acinetobacter baumannii strain MRSN16881	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7680	Acinetobacter baumannii strain MRSN7222	Broth dilution	470	>=	mg/L
cefotaxime		Resistant	Laboratory Method	470.675	Acinetobacter baumannii ABUH129415		470		
ciprofloxacin	4	Resistant	Laboratory Method	470.7341	Acinetobacter baumannii strain 182	Broth dilution	470	>=	mg/L
imipenem	16	Resistant	Laboratory Method	470.7818	Acinetobacter baumannii strain MRSN7403	Broth dilution	470	>=	mg/L
ceftazidime		Resistant	Laboratory Method	470.1405	Acinetobacter baumannii strain D36	Disk diffusion	470		
levofloxacin	4	Resistant	Laboratory Method	470.8028	Acinetobacter baumannii strain MRSN7745	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7754	Acinetobacter baumannii strain MRSN7321	Broth dilution	470	>	mg/L
neomycin		Resistant	Laboratory Method	470.24268	Acinetobacter baumannii MGL_74	Disk diffusion	470		
ceftriaxone	32	Resistant	Laboratory Method	470.7680	Acinetobacter baumannii strain MRSN7222	Broth dilution	470	>	mg/L
ampicillin	32	Resistant	Laboratory Method	470.2241	Acinetobacter baumannii strain CCF1		470	>=	mg/L
tobramycin	8	Resistant	Laboratory Method	470.7626	Acinetobacter baumannii strain MRSN7139	Broth dilution	470	>	mg/L
aztreonam	16	Resistant	Laboratory Method	470.7462	Acinetobacter baumannii strain MRSN11745	Broth dilution	470	>	mg/L
levofloxacin	4	Resistant	Laboratory Method	470.7966	Acinetobacter baumannii strain MRSN7642	Broth dilution	470	>	mg/L
cefotaxime	32	Resistant	Laboratory Method	470.7630	Acinetobacter baumannii strain MRSN7145	Broth dilution	470	>	mg/L
amikacin	32	Resistant	Laboratory Method	470.7710	Acinetobacter baumannii strain MRSN7258	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole	2/38	Resistant	Laboratory Method	470.7839	Acinetobacter baumannii strain MRSN7434	Broth dilution	470	>	mg/L
tobramycin	8	Resistant	Laboratory Method	470.8012	Acinetobacter baumannii strain MRSN7712	Broth dilution	470	>	mg/L
cefotaxime	32	Resistant	Laboratory Method	470.7486	Acinetobacter baumannii strain MRSN11776	Broth dilution	470	>	mg/L
ciprofloxacin		Resistant	Laboratory Method	470.702	Acinetobacter baumannii ABUH514287		470		
ciprofloxacin	4	Resistant	Laboratory Method	470.2289	Acinetobacter baumannii strain CCF52		470	>=	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7967	Acinetobacter baumannii strain MRSN7643	Broth dilution	470	>=	mg/L
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7789	Acinetobacter baumannii strain MRSN7366	Broth dilution	470	>=	mg/L
gentamicin		Resistant	Laboratory Method	470.8390	Acinetobacter baumannii strain Pesh-29		470		
tobramycin	8	Resistant	Laboratory Method	470.7579	Acinetobacter baumannii strain MRSN2840	Broth dilution	470	>	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7564	Acinetobacter baumannii strain MRSN1971	Broth dilution	470	>=	mg/L
tetracycline	8	Resistant	Laboratory Method	470.7788	Acinetobacter baumannii strain MRSN7365	Broth dilution	470	>	mg/L
cefotetan	64	Resistant	Laboratory Method	470.8081	Acinetobacter baumannii strain MRSN8899	Broth dilution	470	>=	mg/L
ceftriaxone		Resistant	Laboratory Method	470.6177	Acinetobacter baumannii strain AB_359	Disk diffusion	470		
amikacin		Resistant	Laboratory Method	470.675	Acinetobacter baumannii ABUH129415		470		
meropenem	32	Resistant	Laboratory Method	470.2142	Acinetobacter baumannii A069	Broth dilution	470		mg/L
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7979	Acinetobacter baumannii strain MRSN7660	Broth dilution	470	>=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7676	Acinetobacter baumannii strain MRSN7218	Broth dilution	470	>	mg/L
amikacin		Resistant	Laboratory Method	470.696	Acinetobacter baumannii ABUH184309		470		
gentamicin		Resistant	Laboratory Method	470.1743	Acinetobacter baumannii strain J1	Disk diffusion	470		
amikacin		Resistant	Laboratory Method	470.650	Acinetobacter baumannii ABUH430478		470		
ampicillin	32	Resistant	Laboratory Method	470.7703	Acinetobacter baumannii strain MRSN7251	Broth dilution	470	>=	mg/L
cefoxitin	64	Resistant	Laboratory Method	470.7902	Acinetobacter baumannii strain MRSN7524	Broth dilution	470	>=	mg/L
rifampin		Resistant	Laboratory Method	470.24281	Acinetobacter baumannii MGL_154	Disk diffusion	470		
gentamicin	8	Resistant	Laboratory Method	470.7502	Acinetobacter baumannii strain MRSN11804	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7719	Acinetobacter baumannii strain MRSN7272	Broth dilution	470	>	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.8046	Acinetobacter baumannii strain MRSN7787	Broth dilution	470	>	mg/L
cefepime		Resistant	Laboratory Method	470.759	Acinetobacter baumannii ABUH24343		470		
ceftriaxone	32	Resistant	Laboratory Method	470.7910	Acinetobacter baumannii strain MRSN7544	Broth dilution	470	>	mg/L
ceftazidime		Resistant	Laboratory Method	470.672	Acinetobacter baumannii ABUH535423		470		
cefepime		Resistant	Laboratory Method	470.630	Acinetobacter baumannii ABUH195573		470		
cefepime		Resistant	Laboratory Method	470.1335	Acinetobacter baumannii UH66_253		470		
amikacin		Resistant	Laboratory Method	470.678	Acinetobacter baumannii ABUH129408		470		
ceftriaxone		Resistant	Laboratory Method	470.16275	Acinetobacter baumannii NCSR_106	Disk diffusion	470		
ceftazidime	64	Resistant	Laboratory Method	470.7344	Acinetobacter baumannii strain 329	Broth dilution	470	>=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7822	Acinetobacter baumannii strain MRSN7407	Broth dilution	470	>	mg/L
imipenem	16	Resistant	Laboratory Method	470.8108	Acinetobacter baumannii strain MRSN966	Broth dilution	470	>=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7466	Acinetobacter baumannii strain MRSN11749	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole		Resistant	Laboratory Method	470.654	Acinetobacter baumannii ABUH17465		470		
trimethoprim/sulfamethoxazole	2/38	Resistant	Laboratory Method	470.1553	Acinetobacter baumannii strain MRSN16881	Broth dilution	470	>	mg/L
ciprofloxacin		Resistant	Laboratory Method	470.22928	Acinetobacter baumannii 20200317_MGL_38	Disk diffusion	470		
trimethoprim/sulfamethoxazole	2/38	Resistant	Laboratory Method	470.7806	Acinetobacter baumannii strain MRSN7387	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole		Resistant	Laboratory Method	470.6188	Acinetobacter baumannii strain AB_390	Disk diffusion	470		
levofloxacin		Resistant	Laboratory Method	470.698	Acinetobacter baumannii ABUH507300		470		
piperacillin/tazobactam	128/4	Resistant	Laboratory Method	470.7390	Acinetobacter baumannii strain FDA-CDC-AR_0290	Broth dilution	470	>	mg/L
piperacillin/tazobactam		Resistant	Laboratory Method	470.5307	Acinetobacter baumannii strain Pesh-06		470		
ampicillin/sulbactam		Resistant	Laboratory Method	470.6243	Acinetobacter baumannii strain AB_043	Disk diffusion	470		
cefazolin	64	Resistant	Laboratory Method	470.7569	Acinetobacter baumannii strain MRSN1992	Broth dilution	470	>=	mg/L
cefoxitin	64	Resistant	Laboratory Method	470.7628	Acinetobacter baumannii strain MRSN7142	Broth dilution	470	>=	mg/L
rifampin	13	Resistant	Laboratory Method	470.22924	Acinetobacter baumannii MGL_168	Disk diffusion	470		mm
tetracycline		Resistant	Laboratory Method	470.22927	Acinetobacter baumannii 20200317_MGL_42	Disk diffusion	470		
penicillin		Resistant	Laboratory Method	470.22921	Acinetobacter baumannii MGL_172	Disk diffusion	470		
cefotaxime	32	Resistant	Laboratory Method	470.7821	Acinetobacter baumannii strain MRSN7406	Broth dilution	470	>	mg/L
ceftriaxone		Resistant	Laboratory Method	470.16254	Acinetobacter baumannii BAL_321	Disk diffusion	470		
ciprofloxacin	2	Resistant	Laboratory Method	470.8098	Acinetobacter baumannii strain MRSN919	Broth dilution	470	>	mg/L
cefotaxime	32	Resistant	Laboratory Method	470.7654	Acinetobacter baumannii strain MRSN7171	Broth dilution	470	>	mg/L
cefepime	64	Resistant	Laboratory Method	470.7367	Acinetobacter baumannii strain BL18	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole		Resistant	Laboratory Method	470.736	Acinetobacter baumannii ABUH28099		470		
ciprofloxacin	2	Resistant	Laboratory Method	470.7999	Acinetobacter baumannii strain MRSN7693	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7992	Acinetobacter baumannii strain MRSN7678	Broth dilution	470	>	mg/L
tetracycline	16	Resistant	Laboratory Method	470.2263	Acinetobacter baumannii strain CCF39		470	>=	mg/L
gentamicin		Resistant	Laboratory Method	470.6229	Acinetobacter baumannii strain AB_056	Disk diffusion	470		
levofloxacin	8	Resistant	Laboratory Method	470.2293	Acinetobacter baumannii strain CCF59		470	>=	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7463	Acinetobacter baumannii strain MRSN11746	Broth dilution	470	>=	mg/L
cefepime		Resistant	Laboratory Method	470.5302	Acinetobacter baumannii strain Pesh-20		470		
ceftriaxone	32	Resistant	Laboratory Method	470.7470	Acinetobacter baumannii strain MRSN11756	Broth dilution	470	>	mg/L
ciprofloxacin	4	Resistant	Laboratory Method	470.7920	Acinetobacter baumannii strain MRSN7560	Broth dilution	470	>=	mg/L
moxifloxacin	8	Resistant	Laboratory Method	470.7493	Acinetobacter baumannii strain MRSN11788	Broth dilution	470	>=	mg/L
aztreonam	16	Resistant	Laboratory Method	470.7831	Acinetobacter baumannii strain MRSN7416	Broth dilution	470	>	mg/L
ampicillin	16	Resistant	Laboratory Method	470.7560	Acinetobacter baumannii strain MRSN1598	Broth dilution	470	=	mg/L
imipenem		Resistant	Laboratory Method	470.1336	Acinetobacter baumannii UH592_583		470		
levofloxacin	8	Resistant	Laboratory Method	470.2845	Acinetobacter baumannii strain AR_0033	Broth dilution	470	=	mg/L
cefotaxime	32	Resistant	Laboratory Method	470.7596	Acinetobacter baumannii strain MRSN7087	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole	8/152	Resistant	Laboratory Method	470.7967	Acinetobacter baumannii strain MRSN7643	Broth dilution	470	=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7737	Acinetobacter baumannii strain MRSN7296	Broth dilution	470	>	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7595	Acinetobacter baumannii strain MRSN7086	Broth dilution	470	>=	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7499	Acinetobacter baumannii strain MRSN11797	Broth dilution	470	>	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7735	Acinetobacter baumannii strain MRSN7294	Broth dilution	470	>=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7436	Acinetobacter baumannii strain MRSN11705	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7960	Acinetobacter baumannii strain MRSN7629	Broth dilution	470	>	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.8023	Acinetobacter baumannii strain MRSN7726	Broth dilution	470	>	mg/L
cefotaxime	32	Resistant	Laboratory Method	470.7495	Acinetobacter baumannii strain MRSN11792	Broth dilution	470	>	mg/L
ampicillin	32	Resistant	Laboratory Method	470.8041	Acinetobacter baumannii strain MRSN7776	Broth dilution	470	>=	mg/L
amikacin		Resistant	Laboratory Method	470.16280	Acinetobacter baumannii NL_11	Disk diffusion	470		
meropenem	16	Resistant	Laboratory Method	470.8077	Acinetobacter baumannii strain MRSN885	Broth dilution	470	>=	mg/L
tobramycin		Resistant	Laboratory Method	470.735	Acinetobacter baumannii ABUH315100		470		
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7658	Acinetobacter baumannii strain MRSN7181	Broth dilution	470	>=	mg/L
ticarcillin/clavulanic acid		Resistant	Laboratory Method	470.673	Acinetobacter baumannii ABUH535419		470		
trimethoprim/sulfamethoxazole		Resistant	Laboratory Method	470.5308	Acinetobacter baumannii strain Lah-14		470		
